algo_name,feature_type,ari,nmi,homogeneity,completeness,v_measure
som,freq_baseline,0.006113765188405352,0.019964147238539065,0.017197846316419445,0.023790961166388815,0.019964147238539065
som,freq_weighted,-0.00546416604387253,0.0231965194990448,0.016063467685195315,0.04172443330186763,0.0231965194990448
kmeans,freq_baseline,-0.006092869144642829,0.01817155530749598,0.009869533770527076,0.11441363896932949,0.01817155530749598
kmeans,freq_weighted,-0.006092869144642829,0.01817155530749598,0.009869533770527076,0.11441363896932949,0.01817155530749598
dbscan,freq_weighted,-0.016240196466767012,0.060847683175605655,0.044620752117950975,0.0956218390671926,0.060847683175605655
dbscan,freq_baseline,-0.029024848611401127,0.024065229481844624,0.02099191410041495,0.028192786613074144,0.024065229481844624
